prompt_idx,chunk_size,avg_prompt_tokens,avg_e2e_time,avg_prefill_time,avg_decode_time,avg_token_per_sec
1,16,1536.0,19.753363579395227,10.154914109647507,9.59844946974772,33.1450555768298
1,32,1536.0,14.813738317374373,4.832159964629682,9.981578352744691,28.989852117431045
1,64,1536.0,12.887610947043868,2.363408736011479,10.524202211032389,29.57646644088836
1,128,1536.0,10.82294217904564,1.182379742298508,9.640562436747132,31.533358298733457
1,256,1536.0,10.977880200720392,0.6488333318848163,10.329046868835576,32.77526046052909
1,512,1536.0,10.409562800021376,0.4765342296741437,9.933028570347233,27.883542883313645
1,768,1536.0,10.37769604937057,0.4160426027374342,9.961653446633136,26.7290424733287
1,896,1536.0,10.760024069488281,0.3926758629095275,10.367348206578754,33.15008182189697
1,960,1536.0,10.4961291567015,0.4007277514319867,10.095401405269513,31.62583227931237
1,992,1536.0,10.63607368717203,0.4032872612879146,10.232786425884115,29.315146711229982
1,1008,1536.0,10.248701075499412,0.40025971535942517,9.848441360139987,29.673160233442914
