prompt_idx,chunk_size,e2e_time,prefill_time,decode_time,prompt_tokens
1,16,15.851854782085866,5.040709326043725,10.81114545604214,4094
1,16,21.64132340811193,10.772931618150324,10.868391789961606,4094
1,16,27.740586400032043,16.901387226069346,10.839199173962697,4094
1,16,33.79166038800031,23.00929347402416,10.782366913976148,4094
1,16,39.859047694830224,29.076952019007877,10.782095675822347,4094
1,16,45.909535276005045,35.1127312509343,10.796804025070742,4094
1,16,51.67541351215914,41.18337262398563,10.492040888173506,4094
1,16,57.291080710012466,47.2518654090818,10.039215300930664,4094
1,32,3.9969031598884612,2.5673641958273947,1.4295389640610665,4094
1,32,16.138010919094086,5.190286868950352,10.947724050143734,4094
1,32,19.021417733980343,7.9888737050350755,11.032544028945267,4094
1,32,21.588872274849564,20.174610738875344,1.4142615359742194,4094
1,32,21.958894323790446,10.87030364596285,11.088590677827597,4094
1,32,24.855927215190604,13.905677637085319,10.950249578105286,4094
1,32,27.71778484294191,17.051549815107137,10.666235027834773,4094
1,32,33.28273299802095,23.193918674020097,10.08881432400085,4094
1,64,4.438784482888877,1.3472986968699843,3.091485786018893,4094
1,64,5.141417663078755,4.084849023958668,1.056568639120087,4094
1,64,6.462493343045935,5.4934186928439885,0.9690746502019465,4094
1,64,9.253494201926515,8.300609076861292,0.9528851250652224,4094
1,64,13.539907199097797,2.694209086941555,10.845698112156242,4094
1,64,17.512338228989393,6.8978695860132575,10.614468642976135,4094
1,64,20.15985076292418,9.738479900872335,10.421370862051845,4094
1,64,21.470965882996097,11.177231712033972,10.293734170962125,4094
1,128,11.810262554092333,0.7337496969848871,11.076512857107446,4094
1,128,12.500443613156676,1.4193846131674945,11.081058999989182,4094
1,128,13.162807815009728,2.097783725010231,11.065024089999497,4094
1,128,13.838981376029551,2.810262469109148,11.028718906920403,4094
1,128,14.506273134844378,3.537824461935088,10.96844867290929,4094
1,128,15.165233460022137,4.25361567013897,10.911617789883167,4094
1,128,15.834724532905966,5.000129018910229,10.834595513995737,4094
1,128,16.49735848000273,5.756188200088218,10.741170279914513,4094
1,256,2.029563232092187,1.1479111909866333,0.8816520411055535,4094
1,256,11.381634160876274,0.45601984299719334,10.92561431787908,4094
1,256,11.727361903060228,0.8114993928465992,10.915862510213628,4094
1,256,12.37468205881305,1.486868639010936,10.887813419802114,4094
1,256,12.691704481141642,1.831280960002914,10.860423521138728,4094
1,256,13.006687189918011,2.1827483468223363,10.823938843095675,4094
1,256,13.342218369944021,2.5585883071180433,10.783630062825978,4094
1,256,13.650208591017872,2.91428090701811,10.735927683999762,4094
1,512,4.359563557198271,0.6293312611524016,3.7302322960458696,4094
1,512,11.659162538126111,0.3760033561848104,11.2831591819413,4094
1,512,11.994244378991425,0.8498749081045389,11.144369470886886,4094
1,512,12.149843948893249,1.0741916908882558,11.075652258004993,4094
1,512,12.30421331897378,1.3024135790765285,11.001799739897251,4094
1,512,12.454126014141366,1.5334156260360032,10.920710388105363,4094
1,512,12.603447132045403,1.7665164701174945,10.836930661927909,4094
1,512,12.75209788698703,1.9953461459372193,10.756751741049811,4094
1,1024,3.5479729659855366,0.3367031819652766,3.21126978402026,4094
1,1024,12.000324168009683,0.5329150380566716,11.467409129953012,4094
1,1024,12.098843348911032,0.758821751922369,11.340021596988663,4094
1,1024,12.174852002877742,0.941020114813,11.233831888064742,4094
1,1024,12.248063412960619,1.12564389500767,11.122419517952949,4094
1,1024,12.32028017193079,1.3115662629716098,11.00871390895918,4094
1,1024,12.389872862957418,1.4985401190351695,10.891332743922248,4094
1,1024,12.46007040492259,1.662413151934743,10.797657252987847,4094
1,2048,2.123892100993544,0.3023761890362948,1.821515911957249,4094
1,2048,12.01731161493808,0.46015834901481867,11.557153265923262,4094
1,2048,12.050389131065458,0.6111342462245375,11.43925488484092,4094
1,2048,12.104278997983783,0.8436224719043821,11.260656526079401,4094
1,2048,12.13851909711957,0.9988456841092557,11.139673413010314,4094
1,2048,12.17270539700985,1.154583659954369,11.01812173705548,4094
1,2048,12.202759225852787,1.3105843469966203,10.892174878856167,4094
1,2048,12.233810401055962,1.4086240220349282,10.825186379021034,4094
1,4096,12.13561595696956,0.24610840412788093,11.889507552841678,4094
1,4096,12.147625891957432,0.3836768309120089,11.763949061045423,4094
1,4096,12.161223026923835,0.5219250898808241,11.639297937043011,4094
1,4096,12.173382753971964,0.6604914949275553,11.512891259044409,4094
1,4096,12.184514307184145,0.798736107069999,11.385778200114146,4094
1,4096,12.216395684983581,1.0864821691066027,11.129913515876979,4094
1,4096,12.228940170025453,1.22603132086806,11.002908849157393,4094
1,4096,12.239874243969098,1.2444629189558327,10.995411325013265,4094
