prompt_idx,chunk_size,avg_prompt_tokens,avg_e2e_time,avg_prefill_time,avg_decode_time,avg_token_per_sec
1,100,4094.0,12.918041832686868,2.5903499449486844,10.327691887738183,22.68475471293206
1,200,4094.0,10.758249372302089,1.7873787490534596,8.97087062324863,53.2686488460392
1,300,4094.0,12.883110376540571,1.448823130747769,11.434287245792802,18.365264774793943
1,400,4094.0,10.48046215501381,1.3591014064732008,9.12136074854061,35.86782493335114
1,500,4094.0,10.247969293675851,1.261454518418759,8.986514775257092,22.09749101480095
1,600,4094.0,11.821516679192428,1.2283106474787928,10.593206031713635,26.48118647013248
1,700,4094.0,12.696305161167402,1.2440839915070683,11.452221169660334,29.28354428594786
1,800,4094.0,12.763732973544393,1.2297737955814227,11.53395917796297,18.952151844592326
1,900,4094.0,12.798267083941028,1.2126562642515637,11.585610819689464,30.123981162153264
1,1000,4094.0,12.660681214707438,1.2180873177130707,11.442593896994367,28.396559111908406
