chunk_size,avg_e2e_time,throughput,prompt_tokens
32,11.422787003684789,0.21921824017199287,4094
64,8.341459880350158,0.30028880055177776,4094
128,7.035241902805865,0.3564270074898197,4094
256,6.59827680233866,0.38032985763121985,4094
512,6.3024881321471184,0.39844482388996266,4094
1024,6.203486408339813,0.4040846650255537,4094
2048,6.17616476607509,0.4067307327822533,4094
4096,5.943492050282657,0.42664459486811446,4094
