prompt_idx,chunk_size,avg_prompt_tokens,avg_e2e_time,avg_prefill_time,avg_decode_time,avg_token_per_sec
1,64,1536.0,12.83567599017988,2.356428470578976,10.479247519600904,29.702864421714693
